"ssh.id" "ssh.label" "tadirah.id" "tadirah.uri" "wd.tadirahid" "wd.label" "tapor.id" "tapor.label" "tapor.desc" "wd.item"
"3709" "0AHFtS" "Intelligent Archive" "annotating" "https://vocabs.dariah.eu/tadirah/annotating" "Q857525" "annotating" "1604" "Intelligent Archive" "Intelligent Archive is a Java application for stylometry, or computational and statistical analysis of style in texts, produced by the University of Newcastle's Centre for Literary and Linguistic Computing (CLLC). It can handle corpora of plain text, HTML, XML and TEI texts. IA enables you to easily organise texts into sets, manage metadata, generate word frequencies, handle XML tags, and split texts in various ways to generate results that can be exported for further analysis in statistical software. It includes some experimental stylometry techniques developed at the CLLC and special features for handling literary texts such as generating word frequencies for speaking characters in plays." NA
"3710" "0AHFtS" "Intelligent Archive" "archiving" "https://vocabs.dariah.eu/tadirah/archiving" "Q10418049" "archiving" "1604" "Intelligent Archive" "Intelligent Archive is a Java application for stylometry, or computational and statistical analysis of style in texts, produced by the University of Newcastle's Centre for Literary and Linguistic Computing (CLLC). It can handle corpora of plain text, HTML, XML and TEI texts. IA enables you to easily organise texts into sets, manage metadata, generate word frequencies, handle XML tags, and split texts in various ways to generate results that can be exported for further analysis in statistical software. It includes some experimental stylometry techniques developed at the CLLC and special features for handling literary texts such as generating word frequencies for speaking characters in plays." NA
"3711" "0AHFtS" "Intelligent Archive" "dataCleansing" "https://vocabs.dariah.eu/tadirah/dataCleansing" "Q1172378" "data cleansing" "1604" "Intelligent Archive" "Intelligent Archive is a Java application for stylometry, or computational and statistical analysis of style in texts, produced by the University of Newcastle's Centre for Literary and Linguistic Computing (CLLC). It can handle corpora of plain text, HTML, XML and TEI texts. IA enables you to easily organise texts into sets, manage metadata, generate word frequencies, handle XML tags, and split texts in various ways to generate results that can be exported for further analysis in statistical software. It includes some experimental stylometry techniques developed at the CLLC and special features for handling literary texts such as generating word frequencies for speaking characters in plays." NA
"3712" "0AHFtS" "Intelligent Archive" "organizing" "https://vocabs.dariah.eu/tadirah/organizing" "Q36993249" "organizing" "1604" "Intelligent Archive" "Intelligent Archive is a Java application for stylometry, or computational and statistical analysis of style in texts, produced by the University of Newcastle's Centre for Literary and Linguistic Computing (CLLC). It can handle corpora of plain text, HTML, XML and TEI texts. IA enables you to easily organise texts into sets, manage metadata, generate word frequencies, handle XML tags, and split texts in various ways to generate results that can be exported for further analysis in statistical software. It includes some experimental stylometry techniques developed at the CLLC and special features for handling literary texts such as generating word frequencies for speaking characters in plays." NA
"3713" "AqD2iG" "INTEX" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "205" "INTEX" "INTEX is a linguistic development environment active until 2005. It includes large-coverage dictionaries and grammers, can parse texts of several million words in real-time, and tools to create and maintain large-coverage lexical resources, morphological and syntactic grammars, build lemmatized concordances and indices of large texts and identified semantic units." NA
"3714" "AqD2iG" "INTEX" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" "205" "INTEX" "INTEX is a linguistic development environment active until 2005. It includes large-coverage dictionaries and grammers, can parse texts of several million words in real-time, and tools to create and maintain large-coverage lexical resources, morphological and syntactic grammars, build lemmatized concordances and indices of large texts and identified semantic units." NA
"3715" "AqD2iG" "INTEX" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "205" "INTEX" "INTEX is a linguistic development environment active until 2005. It includes large-coverage dictionaries and grammers, can parse texts of several million words in real-time, and tools to create and maintain large-coverage lexical resources, morphological and syntactic grammars, build lemmatized concordances and indices of large texts and identified semantic units." NA
"3716" "DvuTEs" "InTEXT" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "247" "InTEXT" "InTEXT is a legacy, commercial suite of programs designed to supplement web search, intranet management and accomplish variety of document generation, search and manipulation functions. It includes natural language query, full-text search and retrieval and an intelligent document organizer. It runs in Windows NT and UNIX." NA
"3717" "DvuTEs" "InTEXT" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" "247" "InTEXT" "InTEXT is a legacy, commercial suite of programs designed to supplement web search, intranet management and accomplish variety of document generation, search and manipulation functions. It includes natural language query, full-text search and retrieval and an intelligent document organizer. It runs in Windows NT and UNIX." NA
"3718" "DvuTEs" "InTEXT" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "247" "InTEXT" "InTEXT is a legacy, commercial suite of programs designed to supplement web search, intranet management and accomplish variety of document generation, search and manipulation functions. It includes natural language query, full-text search and retrieval and an intelligent document organizer. It runs in Windows NT and UNIX." NA
"3719" "dyudKF" "InVisionapp" "creating" "https://vocabs.dariah.eu/tadirah/creating" "Q123819227" "creating" "1594" "InVision" "InVisionapp is basically a prototyping tool that allows you to create clickable versions of your design.

It works in early stages of your projects, when you have still mockups, or to create minimum viable product (MVP) to test or to present to customers.
InVisionapp is very advanced, it allows you also to share projects with your team, comment screens, create animations and transitions and interact with most common design tools as Sketch and Photoshop." "Q110787969"
"3720" "dyudKF" "InVisionapp" "enriching" "https://vocabs.dariah.eu/tadirah/enriching" "Q123750937" "enriching" "1594" "InVision" "InVisionapp is basically a prototyping tool that allows you to create clickable versions of your design.

It works in early stages of your projects, when you have still mockups, or to create minimum viable product (MVP) to test or to present to customers.
InVisionapp is very advanced, it allows you also to share projects with your team, comment screens, create animations and transitions and interact with most common design tools as Sketch and Photoshop." "Q110787969"
"3721" "dyudKF" "InVisionapp" "collaborating" "https://vocabs.dariah.eu/tadirah/collaborating" "Q1145523" "collaborating" "1594" "InVision" "InVisionapp is basically a prototyping tool that allows you to create clickable versions of your design.

It works in early stages of your projects, when you have still mockups, or to create minimum viable product (MVP) to test or to present to customers.
InVisionapp is very advanced, it allows you also to share projects with your team, comment screens, create animations and transitions and interact with most common design tools as Sketch and Photoshop." "Q110787969"
"3722" "dyudKF" "InVisionapp" "editing" "https://vocabs.dariah.eu/tadirah/editing" "Q194105" "editing" "1594" "InVision" "InVisionapp is basically a prototyping tool that allows you to create clickable versions of your design.

It works in early stages of your projects, when you have still mockups, or to create minimum viable product (MVP) to test or to present to customers.
InVisionapp is very advanced, it allows you also to share projects with your team, comment screens, create animations and transitions and interact with most common design tools as Sketch and Photoshop." "Q110787969"
"3723" "dyudKF" "InVisionapp" "webDevelopment" "https://vocabs.dariah.eu/tadirah/webDevelopment" "Q386275" "web development" "1594" "InVision" "InVisionapp is basically a prototyping tool that allows you to create clickable versions of your design.

It works in early stages of your projects, when you have still mockups, or to create minimum viable product (MVP) to test or to present to customers.
InVisionapp is very advanced, it allows you also to share projects with your team, comment screens, create animations and transitions and interact with most common design tools as Sketch and Photoshop." "Q110787969"
"3724" "PLdNgx" "Iobber" "parsing" "https://vocabs.dariah.eu/tadirah/parsing" "Q194152" "parsing" NA NA NA NA
"3725" "1Z3i05" "iPhoto" "publishing" "https://vocabs.dariah.eu/tadirah/publishing" "Q3972943" "publishing" "1499" "iPhoto" "iPhoto is a digital photograph manipulation software application developed by Apple Inc. It has been included with every Macintosh personal computer since 2002, originally as part of the iLife suite of digital media management applications. iPhoto can import, organize, edit, print and share digital photos." "Q9553"
"3726" "1Z3i05" "iPhoto" "enriching" "https://vocabs.dariah.eu/tadirah/enriching" "Q123750937" "enriching" "1499" "iPhoto" "iPhoto is a digital photograph manipulation software application developed by Apple Inc. It has been included with every Macintosh personal computer since 2002, originally as part of the iLife suite of digital media management applications. iPhoto can import, organize, edit, print and share digital photos." "Q9553"
